"IterationNo","AUC_at_Value_0.1","AUC_at_0.5","AUC_ratio"
0,0.655588365452226,0.499836552562754,1.31160548801584
1,0.620076860447634,0.499635168125407,1.24105927686018
2,0.625665416954791,0.499635168125407,1.25224455136383
3,0.640640859411874,0.49999010203707,1.28130708348378
4,0.659315501249259,0.499879664851658,1.31894843420949
5,0.622830152559996,0.499191449707772,1.24767792582305
6,0.622849676350867,0.498702044955118,1.2489414925237
7,0.660144071324587,0.49999613360823,1.32029835223054
8,0.640325846826201,0.499879664851658,1.28095998267147
9,0.660365627015495,0.499879664851658,1.3210491913318
10,0.686041982019507,0.498806235533294,1.375367694203
11,0.602675311062721,0.49899582081858,1.20777626969713
12,0.675877248741271,0.499635168125407,1.35274154394918
13,0.743131099003113,0.499973353769287,1.48634140879842
14,0.767389883991523,0.49999010203707,1.534810150971
15,0.659660124779859,0.499657017055676,1.32022587947835
16,0.634172196035505,0.499945208520863,1.26848339623409
17,0.687399448094555,0.499892069428463,1.37509572592434
18,0.732853766581435,0.499963600985452,1.46581424155068
19,0.683258876020317,0.499993126414632,1.36653653805174
20,0.649889254093818,0.49999010203707,1.29980423901598
21,0.63319608781276,0.499934941768922,1.2665569755383
22,0.613870632391441,0.499745138140349,1.228367392779
23,0.728476459407375,0.499879664851658,1.4573036485162
24,0.708980199170487,0.499892069428463,1.41826654697899
25,0.605899554036303,0.499423698543062,1.21319744298049
26,0.624451724626951,0.499635168125407,1.24981539424025
27,0.63440500140717,0.49999010203707,1.26883512058032
28,0.693495178583918,0.499873209589502,1.38734216053191
29,0.724058347854269,0.499698691126186,1.448989882728
30,0.620684409550245,0.499635168125407,1.24227526232592
31,0.639927032701548,0.499952330359096,1.27997609740495
32,0.651455474889128,0.499379486725436,1.30452990602576
33,0.680631446432581,0.499973353769287,1.36133544178168
34,0.626558806461167,0.499657017055676,1.25397779891751
35,0.672726354984621,0.499925235578821,1.34565392404272
36,0.607325584635841,0.499902164998982,1.21488888658259
37,0.705025358149687,0.499973353769287,1.41012586537766
38,0.679177760909096,0.49899582081858,1.36108907644745
39,0.676766296381187,0.499844255839521,1.35395433372444
40,0.666234248388218,0.499745138140349,1.33314803395068
41,0.724182928628098,0.499873209589502,1.44873322821761
42,0.685865807032438,0.499745138140349,1.37243117478777
43,0.612984047331593,0.499844255839521,1.22635008839313
44,0.670335663567014,0.499917513232177,1.34089253891709
45,0.731288236686751,0.499993126414632,1.4625965799384
46,0.638315113679568,0.499844255839521,1.27702800666875
47,0.712865878295877,0.499977660970259,1.42579545836605
48,0.668819225025229,0.499928545930708,1.3378296367936
49,0.637016681656228,0.499698691126186,1.27480158137009
50,0.692996552982574,0.499635168125407,1.38700515334548
51,0.723695286322603,0.499952330359096,1.44752857898032
52,0.671720230918107,0.499892069428463,1.34373052104247
53,0.635171098724739,0.499993126414632,1.27035966130064
54,0.643272920681497,0.499345255683032,1.28823276752994
55,0.725029000503272,0.499635168125407,1.45111682835203
56,0.618799960906913,0.499295788285642,1.2393454449748
57,0.62827368457386,0.499745138140349,1.25718818778666
58,0.674502466522989,0.49999010203707,1.34903163837627
59,0.687557395412742,0.49999010203707,1.37514201303482
60,0.68631509648585,0.499892069428463,1.3729265544671
61,0.615103544000342,0.499218209825126,1.23213362792958
62,0.671570326899134,0.499952330359096,1.34326872007331
63,0.66319062659858,0.498684893506161,1.32987911852675
64,0.629186221160607,0.499191449707772,1.26041065312504
65,0.593903518047246,0.498520253838794,1.19133277629939
66,0.592090172393532,0.499844255839521,1.18454931806524
67,0.670550645973186,0.499782591808448,1.34168467842551
68,0.636467073317507,0.499969634796855,1.27301145713802
69,0.628748240908045,0.499745138140349,1.25813778448699
70,0.688222047828789,0.499919088058356,1.376666873237
71,0.704349137485069,0.499993126414632,1.40871764085207
72,0.642877056637015,0.499892069428463,1.28603171755061
73,0.648594743789674,0.499635168125407,1.29813669086416
74,0.702653836920551,0.499973353769287,1.40538257013751
75,0.636981760179166,0.499844255839521,1.27436046876104
76,0.644388315355555,0.499879664851658,1.28908687563192
77,0.676687948612241,0.499969634796855,1.35345809328438
78,0.649393130335535,0.499994950018913,1.29879937849566
79,0.679464449917994,0.499635168125407,1.35992118502645
80,0.680377115688482,0.499945208520863,1.36090336319343
81,0.665945937001439,0.499892069428463,1.33217943977953
82,0.606540037836523,0.499218209825126,1.21497979420461
83,0.731669969885999,0.499979012379331,1.46340136639753
84,0.683454550989912,0.499657017055676,1.36784739863616
85,0.713216406349886,0.499952330359096,1.42656882074659
86,0.660236418481154,0.499782591808448,1.32104724994944
87,0.615415072530992,0.499345255683032,1.23244401649354
88,0.682493606651409,0.499782591808448,1.36558099028985
89,0.654388407787953,0.499657017055676,1.30967520809387
90,0.651951186192073,0.499218209825126,1.30594432126274
91,0.547498252252022,0.497928175521653,1.09955266475619
92,0.669298651792678,0.49999010203707,1.33862380288291
93,0.678870260367198,0.499977660970259,1.35780118465649
94,0.670379340714517,0.499994950018913,1.34077222317777
95,0.627138593525363,0.499657017055676,1.25513816902021
96,0.621211355016293,0.499892069428463,1.24269095872343
97,0.681365837347679,0.499952330359096,1.36286160894236
98,0.680940119416194,0.499404556906448,1.36350401693221
99,0.615297082251777,0.499657017055676,1.23143888957576
100,0.658544188439021,0.499807523017493,1.3175955905249
101,0.635817351900998,0.499846730925909,1.27202462787587
102,0.669909546818819,0.499807523017493,1.34033506093379
103,0.627930020271782,0.499969634796855,1.25593631406619
104,0.663981190718029,0.499873209589502,1.32829921264093
105,0.628542934654949,0.499997525509268,1.25709209063535
106,0.651228244936288,0.499807523017493,1.30295806874739
107,0.6909586286807,0.499892069428463,1.38221562400597
108,0.60983495775193,0.499657017055676,1.22050714176997
109,0.713614180965571,0.499919088058356,1.42745935894784
110,0.629530578080835,0.499838403541187,1.25946820736627
111,0.684788630246233,0.499969634796855,1.3696604405275
112,0.61350776102489,0.499635168125407,1.22791148454726
113,0.628610660260778,0.499657017055676,1.25808432345249
114,0.65435301264333,0.499879664851658,1.30902106777541
115,0.614404279012429,0.49887798883999,1.23157223360579
116,0.647271651362749,0.499934941768922,1.29471176604001
117,0.64040384684249,0.499079906085785,1.28316896559729
118,0.605456902392551,0.499079906085785,1.21314622169637
119,0.6737592636331,0.499745138140349,1.34820573971023
120,0.672036871348193,0.499657017055676,1.34499636432267
121,0.625425792103636,0.49887798883999,1.25366483608126
122,0.619316805968108,0.499782591808448,1.23917242440784
123,0.695386182429493,0.499969634796855,1.39085683215949
124,0.726866114838787,0.49999010203707,1.45376100822271
125,0.582967557003965,0.499079906085785,1.16808460908815
126,0.672636330353649,0.499698691126186,1.34608383471589
127,0.708811154405671,0.499844255839521,1.41806401919169
128,0.658147922992307,0.499635168125407,1.31725700066636
129,0.650902059649147,0.49999613360823,1.3018141859456
130,0.618537711578082,0.498561681156661,1.24064430732638
131,0.655722509796865,0.499635168125407,1.31240263221879
132,0.62827319009285,0.499919088058356,1.25674975231094
133,0.637387024386141,0.499902164998982,1.27502353262951
134,0.650257769630564,0.499450982681538,1.30194512009837
135,0.595901796168334,0.499404556906448,1.19322458701546
136,0.67479813259839,0.499934941768922,1.34977189274018
137,0.706610023446803,0.49999010203707,1.4132480234467
138,0.725819759538733,0.499745138140349,1.45237983152703
139,0.595428199612094,0.498702044955118,1.19395580113509
140,0.720621591285999,0.499838403541187,1.44170913275298
141,0.635842439605124,0.497928175521653,1.2769762203936
142,0.694164228196587,0.499807523017493,1.38886310475221
143,0.678827883506221,0.499879664851658,1.35798259308601
144,0.629749923916409,0.499379486725436,1.26106486280774
145,0.661076721088019,0.499635168125407,1.3231188740543
146,0.621499171922063,0.499919088058356,1.24319952321867
